year,month,harvest_season,nearest_district,district_state,fire_count
2023,11,kharif,Shahjahanpur,Uttar Pradesh,9
2023,11,kharif,Sirsa,Haryana,131
2023,11,kharif,Sitapur,Uttar Pradesh,5
2023,11,kharif,Sonipat,Haryana,9
2023,11,kharif,Sri Muktsar Sahib,Punjab,505
2023,11,kharif,Tarn Taran,Punjab,182
2023,11,kharif,Yamunanagar,Haryana,19
2024,4,rabi,Bareilly,Uttar Pradesh,34
2024,4,rabi,Barnala,Punjab,3
2024,4,rabi,Bathinda,Punjab,6
2024,4,rabi,Budaun,Uttar Pradesh,5
2024,4,rabi,Etah,Uttar Pradesh,3
2024,4,rabi,Faridabad,Haryana,3
2024,4,rabi,Faridkot,Punjab,1
2024,4,rabi,Fatehabad,Haryana,1
2024,4,rabi,Fatehgarh Sahib,Punjab,2
2024,4,rabi,Fazilka,Punjab,10
2024,4,rabi,Ferozepur,Punjab,1
2024,4,rabi,Gurdaspur,Punjab,4
2024,4,rabi,Hardoi,Uttar Pradesh,3
2024,4,rabi,Hoshiarpur,Punjab,6
2024,4,rabi,Jalandhar,Punjab,8
2024,4,rabi,Jhajjar,Haryana,2
2024,4,rabi,Jind,Haryana,3
2024,4,rabi,Kaithal,Haryana,6
2024,4,rabi,Kapurthala,Punjab,2
2024,4,rabi,Kurukshetra,Haryana,1
2024,4,rabi,Lakhimpur Kheri,Uttar Pradesh,58
2024,4,rabi,Ludhiana,Punjab,2
2024,4,rabi,Mahendragarh,Haryana,1
2024,4,rabi,Mansa,Punjab,3
2024,4,rabi,Moga,Punjab,2
2024,4,rabi,Nuh,Haryana,3
2024,4,rabi,Palwal,Haryana,10
2024,4,rabi,Panchkula,Haryana,2
2024,4,rabi,Panipat,Haryana,4
2024,4,rabi,Pathankot,Punjab,3
2024,4,rabi,Patiala,Punjab,3
2024,4,rabi,Pilibhit,Uttar Pradesh,561
2024,4,rabi,Rewari,Haryana,2
2024,4,rabi,Rohtak,Haryana,4
2024,4,rabi,Sangrur,Punjab,4
2024,4,rabi,Shahid Bhagat Singh Nagar,Punjab,8
2024,4,rabi,Shahjahanpur,Uttar Pradesh,15
2024,4,rabi,Sirsa,Haryana,6
2024,4,rabi,Sitapur,Uttar Pradesh,5
2024,4,rabi,Sonipat,Haryana,3
2024,4,rabi,Sri Muktsar Sahib,Punjab,3
2024,4,rabi,Yamunanagar,Haryana,136
2024,5,rabi,Ambala,Haryana,57
2024,5,rabi,Amritsar,Punjab,259
2024,5,rabi,Bareilly,Uttar Pradesh,24
2024,5,rabi,Barnala,Punjab,93
2024,5,rabi,Bathinda,Punjab,130
2024,5,rabi,Bhiwani,Haryana,19
2024,5,rabi,Budaun,Uttar Pradesh,4
2024,5,rabi,Charkhi Dadri,Haryana,4
2024,5,rabi,Etah,Uttar Pradesh,4
2024,5,rabi,Faridabad,Haryana,18
2024,5,rabi,Faridkot,Punjab,81
2024,5,rabi,Farrukhabad,Uttar Pradesh,3
2024,5,rabi,Fatehabad,Haryana,56
2024,5,rabi,Fatehgarh Sahib,Punjab,45
2024,5,rabi,Fazilka,Punjab,95
2024,5,rabi,Ferozepur,Punjab,165
2024,5,rabi,Firozabad,Uttar Pradesh,1
2024,5,rabi,Gurdaspur,Punjab,340
2024,5,rabi,Gurugram,Haryana,5
2024,5,rabi,Hardoi,Uttar Pradesh,6
2024,5,rabi,Hisar,Haryana,8
2024,5,rabi,Hoshiarpur,Punjab,305
2024,5,rabi,Jalandhar,Punjab,115
2024,5,rabi,Jhajjar,Haryana,37
2024,5,rabi,Jind,Haryana,51
2024,5,rabi,Kaithal,Haryana,109
2024,5,rabi,Kannauj,Uttar Pradesh,3
2024,5,rabi,Kapurthala,Punjab,129
2024,5,rabi,Karnal,Haryana,45
2024,5,rabi,Kurukshetra,Haryana,39
2024,5,rabi,Lakhimpur Kheri,Uttar Pradesh,10
2024,5,rabi,Ludhiana,Punjab,148
2024,5,rabi,Mainpuri,Uttar Pradesh,1
2024,5,rabi,Malerkotla,Punjab,80
2024,5,rabi,Mansa,Punjab,80
2024,5,rabi,Moga,Punjab,202
2024,5,rabi,Nuh,Haryana,1
2024,5,rabi,Palwal,Haryana,6
2024,5,rabi,Panchkula,Haryana,272
2024,5,rabi,Panipat,Haryana,69
2024,5,rabi,Pathankot,Punjab,105
2024,5,rabi,Patiala,Punjab,61
2024,5,rabi,Pilibhit,Uttar Pradesh,423
2024,5,rabi,Rewari,Haryana,2
2024,5,rabi,Rohtak,Haryana,92
2024,5,rabi,Rupnagar,Punjab,193
2024,5,rabi,S.A.S. Nagar (Mohali),Punjab,19
2024,5,rabi,Sangrur,Punjab,84
2024,5,rabi,Shahid Bhagat Singh Nagar,Punjab,107
2024,5,rabi,Shahjahanpur,Uttar Pradesh,28
2024,5,rabi,Sirsa,Haryana,55
2024,5,rabi,Sitapur,Uttar Pradesh,2
2024,5,rabi,Sonipat,Haryana,41
2024,5,rabi,Sri Muktsar Sahib,Punjab,121
2024,5,rabi,Tarn Taran,Punjab,149
2024,5,rabi,Yamunanagar,Haryana,374
2024,10,kharif,Ambala,Haryana,15
2024,10,kharif,Amritsar,Punjab,35
2024,10,kharif,Bareilly,Uttar Pradesh,5
2024,10,kharif,Barnala,Punjab,11
2024,10,kharif,Bathinda,Punjab,15
2024,10,kharif,Bhiwani,Haryana,3
2024,10,kharif,Budaun,Uttar Pradesh,10
2024,10,kharif,Etah,Uttar Pradesh,3
2024,10,kharif,Faridabad,Haryana,3
2024,10,kharif,Faridkot,Punjab,13
2024,10,kharif,Farrukhabad,Uttar Pradesh,3
2024,10,kharif,Fatehabad,Haryana,10
2024,10,kharif,Fatehgarh Sahib,Punjab,37
2024,10,kharif,Fazilka,Punjab,12
2024,10,kharif,Ferozepur,Punjab,96
2024,10,kharif,Firozabad,Uttar Pradesh,1
2024,10,kharif,Gurdaspur,Punjab,19
2024,10,kharif,Gurugram,Haryana,1
2024,10,kharif,Hardoi,Uttar Pradesh,4
2024,10,kharif,Hisar,Haryana,6
2024,10,kharif,Hoshiarpur,Punjab,2
2024,10,kharif,Jalandhar,Punjab,11
2024,10,kharif,Jind,Haryana,4
2024,10,kharif,Kaithal,Haryana,48
2024,10,kharif,Kapurthala,Punjab,49
2024,10,kharif,Karnal,Haryana,9
2024,10,kharif,Kurukshetra,Haryana,4
2024,10,kharif,Ludhiana,Punjab,4
2024,10,kharif,Mahendragarh,Haryana,2
2024,10,kharif,Mainpuri,Uttar Pradesh,1
2024,10,kharif,Malerkotla,Punjab,13
2024,10,kharif,Mansa,Punjab,18
2024,10,kharif,Moga,Punjab,20
2024,10,kharif,Palwal,Haryana,26
2024,10,kharif,Panchkula,Haryana,5
2024,10,kharif,Panipat,Haryana,1
2024,10,kharif,Pathankot,Punjab,11
2024,10,kharif,Patiala,Punjab,44
2024,10,kharif,Pilibhit,Uttar Pradesh,53
2024,10,kharif,Rewari,Haryana,2
2024,10,kharif,Rohtak,Haryana,1
2024,10,kharif,Rupnagar,Punjab,2
2024,10,kharif,S.A.S. Nagar (Mohali),Punjab,1
2024,10,kharif,Sangrur,Punjab,51
2024,10,kharif,Shahid Bhagat Singh Nagar,Punjab,8
2024,10,kharif,Shahjahanpur,Uttar Pradesh,4
2024,10,kharif,Sirsa,Haryana,40
2024,10,kharif,Sitapur,Uttar Pradesh,3
2024,10,kharif,Sri Muktsar Sahib,Punjab,6
2024,10,kharif,Tarn Taran,Punjab,45
2024,10,kharif,Yamunanagar,Haryana,10
2024,11,kharif,Ambala,Haryana,3
2024,11,kharif,Amritsar,Punjab,46
2024,11,kharif,Bareilly,Uttar Pradesh,13
2024,11,kharif,Barnala,Punjab,168
2024,11,kharif,Bathinda,Punjab,283
2024,11,kharif,Bhiwani,Haryana,4
2024,11,kharif,Budaun,Uttar Pradesh,3
2024,11,kharif,Etah,Uttar Pradesh,3
2024,11,kharif,Faridabad,Haryana,6
2024,11,kharif,Faridkot,Punjab,238
2024,11,kharif,Farrukhabad,Uttar Pradesh,2
2024,11,kharif,Fatehabad,Haryana,50
2024,11,kharif,Fatehgarh Sahib,Punjab,23
2024,11,kharif,Fazilka,Punjab,250
2024,11,kharif,Ferozepur,Punjab,293
2024,11,kharif,Firozabad,Uttar Pradesh,3
2024,11,kharif,Gurdaspur,Punjab,33
2024,11,kharif,Gurugram,Haryana,1
2024,11,kharif,Hardoi,Uttar Pradesh,5
2024,11,kharif,Hisar,Haryana,3
2024,11,kharif,Hoshiarpur,Punjab,7
2024,11,kharif,Jalandhar,Punjab,8
2024,11,kharif,Jhajjar,Haryana,2
2024,11,kharif,Jind,Haryana,46
2024,11,kharif,Kaithal,Haryana,92
2024,11,kharif,Kannauj,Uttar Pradesh,8
2024,11,kharif,Kapurthala,Punjab,43
2024,11,kharif,Karnal,Haryana,11
2024,11,kharif,Kurukshetra,Haryana,1
2024,11,kharif,Lakhimpur Kheri,Uttar Pradesh,15
2024,11,kharif,Ludhiana,Punjab,32
2024,11,kharif,Mahendragarh,Haryana,4
2024,11,kharif,Mainpuri,Uttar Pradesh,9
2024,11,kharif,Malerkotla,Punjab,82
2024,11,kharif,Mansa,Punjab,272
2024,11,kharif,Moga,Punjab,233
2024,11,kharif,Palwal,Haryana,7
2024,11,kharif,Panchkula,Haryana,4
2024,11,kharif,Panipat,Haryana,24
2024,11,kharif,Pathankot,Punjab,13
2024,11,kharif,Patiala,Punjab,44
2024,11,kharif,Pilibhit,Uttar Pradesh,30
2024,11,kharif,Rohtak,Haryana,5
2024,11,kharif,Rupnagar,Punjab,3
2024,11,kharif,S.A.S. Nagar (Mohali),Punjab,1
2024,11,kharif,Sangrur,Punjab,387
2024,11,kharif,Shahid Bhagat Singh Nagar,Punjab,14
2024,11,kharif,Shahjahanpur,Uttar Pradesh,11
2024,11,kharif,Sirsa,Haryana,210
2024,11,kharif,Sitapur,Uttar Pradesh,8
2024,11,kharif,Sonipat,Haryana,20
2024,11,kharif,Sri Muktsar Sahib,Punjab,349
2024,11,kharif,Tarn Taran,Punjab,107
2024,11,kharif,Yamunanagar,Haryana,18
2025,4,rabi,Ambala,Haryana,10
2025,4,rabi,Amritsar,Punjab,12
2025,4,rabi,Bareilly,Uttar Pradesh,27
2025,4,rabi,Barnala,Punjab,8
2025,4,rabi,Bathinda,Punjab,25
2025,4,rabi,Bhiwani,Haryana,11
2025,4,rabi,Budaun,Uttar Pradesh,1
2025,4,rabi,Charkhi Dadri,Haryana,9
2025,4,rabi,Etah,Uttar Pradesh,1
2025,4,rabi,Faridabad,Haryana,21
2025,4,rabi,Faridkot,Punjab,5
2025,4,rabi,Farrukhabad,Uttar Pradesh,5
2025,4,rabi,Fatehabad,Haryana,16
2025,4,rabi,Fatehgarh Sahib,Punjab,3
2025,4,rabi,Fazilka,Punjab,63
2025,4,rabi,Ferozepur,Punjab,25
2025,4,rabi,Gurdaspur,Punjab,75
2025,4,rabi,Gurugram,Haryana,9
2025,4,rabi,Hardoi,Uttar Pradesh,4
2025,4,rabi,Hisar,Haryana,6
2025,4,rabi,Hoshiarpur,Punjab,50
2025,4,rabi,Jalandhar,Punjab,51
2025,4,rabi,Jhajjar,Haryana,48
2025,4,rabi,Jind,Haryana,30
2025,4,rabi,Kaithal,Haryana,27
2025,4,rabi,Kannauj,Uttar Pradesh,1
2025,4,rabi,Kapurthala,Punjab,64
2025,4,rabi,Karnal,Haryana,5
2025,4,rabi,Kurukshetra,Haryana,4
2025,4,rabi,Lakhimpur Kheri,Uttar Pradesh,86
2025,4,rabi,Ludhiana,Punjab,12
2025,4,rabi,Mahendragarh,Haryana,2
2025,4,rabi,Mainpuri,Uttar Pradesh,1
2025,4,rabi,Malerkotla,Punjab,3
2025,4,rabi,Mansa,Punjab,21
2025,4,rabi,Moga,Punjab,12
2025,4,rabi,Nuh,Haryana,2
2025,4,rabi,Palwal,Haryana,43
2025,4,rabi,Panchkula,Haryana,23
2025,4,rabi,Panipat,Haryana,18
2025,4,rabi,Pathankot,Punjab,13
2025,4,rabi,Patiala,Punjab,12
2025,4,rabi,Pilibhit,Uttar Pradesh,175
2025,4,rabi,Rewari,Haryana,10
2025,4,rabi,Rohtak,Haryana,54
2025,4,rabi,Rupnagar,Punjab,22
2025,4,rabi,S.A.S. Nagar (Mohali),Punjab,2
2025,4,rabi,Sangrur,Punjab,8
2025,4,rabi,Shahid Bhagat Singh Nagar,Punjab,11
2025,4,rabi,Shahjahanpur,Uttar Pradesh,35
2025,4,rabi,Sirsa,Haryana,35
2025,4,rabi,Sitapur,Uttar Pradesh,5
2025,4,rabi,Sonipat,Haryana,19
2025,4,rabi,Sri Muktsar Sahib,Punjab,28
2025,4,rabi,Tarn Taran,Punjab,4
2025,4,rabi,Yamunanagar,Haryana,110
2025,5,rabi,Ambala,Haryana,41
2025,5,rabi,Amritsar,Punjab,211
2025,5,rabi,Bareilly,Uttar Pradesh,40
2025,5,rabi,Barnala,Punjab,89
2025,5,rabi,Bathinda,Punjab,173
2025,5,rabi,Bhiwani,Haryana,10
2025,5,rabi,Budaun,Uttar Pradesh,9
2025,5,rabi,Charkhi Dadri,Haryana,1
2025,5,rabi,Etah,Uttar Pradesh,9
2025,5,rabi,Faridabad,Haryana,4
2025,5,rabi,Faridkot,Punjab,65
2025,5,rabi,Farrukhabad,Uttar Pradesh,3
2025,5,rabi,Fatehabad,Haryana,40
2025,5,rabi,Fatehgarh Sahib,Punjab,37
2025,5,rabi,Fazilka,Punjab,112
2025,5,rabi,Ferozepur,Punjab,136
2025,5,rabi,Firozabad,Uttar Pradesh,1
2025,5,rabi,Gurdaspur,Punjab,185
2025,5,rabi,Gurugram,Haryana,1
2025,5,rabi,Hardoi,Uttar Pradesh,29
2025,5,rabi,Hisar,Haryana,4
2025,5,rabi,Hoshiarpur,Punjab,32
2025,5,rabi,Jalandhar,Punjab,58
2025,5,rabi,Jhajjar,Haryana,12
2025,5,rabi,Jind,Haryana,61
2025,5,rabi,Kaithal,Haryana,74
2025,5,rabi,Kannauj,Uttar Pradesh,5
2025,5,rabi,Kapurthala,Punjab,88
2025,5,rabi,Karnal,Haryana,30
2025,5,rabi,Kurukshetra,Haryana,14
2025,5,rabi,Lakhimpur Kheri,Uttar Pradesh,8
2025,5,rabi,Ludhiana,Punjab,79
2025,5,rabi,Mahendragarh,Haryana,4
2025,5,rabi,Mainpuri,Uttar Pradesh,6
2025,5,rabi,Malerkotla,Punjab,84
2025,5,rabi,Mansa,Punjab,58
2025,5,rabi,Moga,Punjab,177
2025,5,rabi,Palwal,Haryana,6
2025,5,rabi,Panchkula,Haryana,2
2025,5,rabi,Panipat,Haryana,26
2025,5,rabi,Pathankot,Punjab,33
2025,5,rabi,Patiala,Punjab,62
2025,5,rabi,Pilibhit,Uttar Pradesh,140
2025,5,rabi,Rewari,Haryana,2
2025,5,rabi,Rohtak,Haryana,46
2025,5,rabi,Rupnagar,Punjab,9
2025,5,rabi,S.A.S. Nagar (Mohali),Punjab,5
2025,5,rabi,Sangrur,Punjab,68
2025,5,rabi,Shahid Bhagat Singh Nagar,Punjab,73
2025,5,rabi,Shahjahanpur,Uttar Pradesh,62
2025,5,rabi,Sirsa,Haryana,65
2025,5,rabi,Sitapur,Uttar Pradesh,6
2025,5,rabi,Sonipat,Haryana,32
2025,5,rabi,Sri Muktsar Sahib,Punjab,121
2025,5,rabi,Tarn Taran,Punjab,119
2025,5,rabi,Yamunanagar,Haryana,29
2025,10,kharif,Ambala,Haryana,4
2025,10,kharif,Amritsar,Punjab,51
2025,10,kharif,Bareilly,Uttar Pradesh,5
2025,10,kharif,Barnala,Punjab,42
2025,10,kharif,Bathinda,Punjab,39
2025,10,kharif,Budaun,Uttar Pradesh,5
2025,10,kharif,Etah,Uttar Pradesh,1
2025,10,kharif,Faridabad,Haryana,1
2025,10,kharif,Faridkot,Punjab,12
2025,10,kharif,Fatehabad,Haryana,8
2025,10,kharif,Fatehgarh Sahib,Punjab,15
2025,10,kharif,Fazilka,Punjab,43
2025,10,kharif,Ferozepur,Punjab,113
2025,10,kharif,Firozabad,Uttar Pradesh,1
2025,10,kharif,Gurdaspur,Punjab,12
2025,10,kharif,Gurugram,Haryana,1
2025,10,kharif,Hardoi,Uttar Pradesh,1
2025,10,kharif,Hisar,Haryana,4
2025,10,kharif,Hoshiarpur,Punjab,1
2025,10,kharif,Jalandhar,Punjab,3
2025,10,kharif,Jind,Haryana,9
2025,10,kharif,Kaithal,Haryana,22
2025,10,kharif,Kannauj,Uttar Pradesh,1
2025,10,kharif,Kapurthala,Punjab,50
2025,10,kharif,Karnal,Haryana,2
2025,10,kharif,Kurukshetra,Haryana,4
2025,10,kharif,Lakhimpur Kheri,Uttar Pradesh,1
2025,10,kharif,Mahendragarh,Haryana,1
2025,10,kharif,Mainpuri,Uttar Pradesh,1
2025,10,kharif,Malerkotla,Punjab,9
2025,10,kharif,Mansa,Punjab,37
2025,10,kharif,Moga,Punjab,18
2025,10,kharif,Nuh,Haryana,1
2025,10,kharif,Palwal,Haryana,31
2025,10,kharif,Panchkula,Haryana,1
2025,10,kharif,Panipat,Haryana,2
2025,10,kharif,Patiala,Punjab,27
2025,10,kharif,Pilibhit,Uttar Pradesh,66
2025,10,kharif,Rewari,Haryana,1
2025,10,kharif,S.A.S. Nagar (Mohali),Punjab,3
2025,10,kharif,Sangrur,Punjab,117
2025,10,kharif,Shahid Bhagat Singh Nagar,Punjab,4
2025,10,kharif,Shahjahanpur,Uttar Pradesh,10
2025,10,kharif,Sirsa,Haryana,62
2025,10,kharif,Sitapur,Uttar Pradesh,2
2025,10,kharif,Sonipat,Haryana,1
2025,10,kharif,Sri Muktsar Sahib,Punjab,24
2025,10,kharif,Tarn Taran,Punjab,132
2025,10,kharif,Yamunanagar,Haryana,16
2025,11,kharif,Ambala,Haryana,3
2025,11,kharif,Amritsar,Punjab,51
2025,11,kharif,Bareilly,Uttar Pradesh,23
2025,11,kharif,Barnala,Punjab,83
2025,11,kharif,Bathinda,Punjab,193
2025,11,kharif,Bhiwani,Haryana,2
2025,11,kharif,Budaun,Uttar Pradesh,1
2025,11,kharif,Etah,Uttar Pradesh,7
2025,11,kharif,Faridabad,Haryana,2
2025,11,kharif,Faridkot,Punjab,106
2025,11,kharif,Farrukhabad,Uttar Pradesh,2
2025,11,kharif,Fatehabad,Haryana,60
2025,11,kharif,Fatehgarh Sahib,Punjab,10
2025,11,kharif,Fazilka,Punjab,270
2025,11,kharif,Ferozepur,Punjab,133
2025,11,kharif,Firozabad,Uttar Pradesh,1
2025,11,kharif,Gurdaspur,Punjab,21
2025,11,kharif,Hardoi,Uttar Pradesh,9
2025,11,kharif,Hisar,Haryana,13
2025,11,kharif,Hoshiarpur,Punjab,2
2025,11,kharif,Jalandhar,Punjab,12
2025,11,kharif,Jhajjar,Haryana,1
2025,11,kharif,Jind,Haryana,88
2025,11,kharif,Kaithal,Haryana,92
2025,11,kharif,Kannauj,Uttar Pradesh,7
2025,11,kharif,Kapurthala,Punjab,21
2025,11,kharif,Karnal,Haryana,9
2025,11,kharif,Kurukshetra,Haryana,1
2025,11,kharif,Lakhimpur Kheri,Uttar Pradesh,12
2025,11,kharif,Ludhiana,Punjab,14
2025,11,kharif,Mahendragarh,Haryana,3
2025,11,kharif,Mainpuri,Uttar Pradesh,6
2025,11,kharif,Malerkotla,Punjab,51
2025,11,kharif,Mansa,Punjab,257
2025,11,kharif,Moga,Punjab,190
2025,11,kharif,Nuh,Haryana,1
2025,11,kharif,Palwal,Haryana,21
2025,11,kharif,Panchkula,Haryana,5
2025,11,kharif,Panipat,Haryana,5
2025,11,kharif,Patiala,Punjab,40
2025,11,kharif,Pilibhit,Uttar Pradesh,29
2025,11,kharif,Rewari,Haryana,4
2025,11,kharif,Rohtak,Haryana,16
2025,11,kharif,Rupnagar,Punjab,1
2025,11,kharif,Sangrur,Punjab,236
2025,11,kharif,Shahid Bhagat Singh Nagar,Punjab,9
2025,11,kharif,Shahjahanpur,Uttar Pradesh,16
2025,11,kharif,Sirsa,Haryana,163
2025,11,kharif,Sitapur,Uttar Pradesh,10
2025,11,kharif,Sonipat,Haryana,9
2025,11,kharif,Sri Muktsar Sahib,Punjab,282
2025,11,kharif,Tarn Taran,Punjab,87
2025,11,kharif,Yamunanagar,Haryana,16
