district,date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean
"Amritsar, Punjab",2021-01-01,15.7,3.0,0.0,9.3,85
"Amritsar, Punjab",2021-01-02,16.0,2.8,2.1,11.3,88
"Amritsar, Punjab",2021-01-03,17.3,10.6,13.3,14.4,88
"Amritsar, Punjab",2021-01-04,18.8,11.9,9.4,15.2,90
"Amritsar, Punjab",2021-01-05,17.2,13.1,23.3,15.5,91
"Amritsar, Punjab",2021-01-06,19.0,11.5,6.4,10.5,87
"Amritsar, Punjab",2021-01-07,16.8,9.2,0.0,8.3,93
"Amritsar, Punjab",2021-01-08,17.5,8.8,0.0,9.2,87
"Amritsar, Punjab",2021-01-09,16.8,6.6,0.0,10.8,88
"Amritsar, Punjab",2021-01-10,15.8,4.8,0.0,10.3,90
"Amritsar, Punjab",2021-01-11,16.9,5.4,0.0,8.2,86
"Amritsar, Punjab",2021-01-12,14.4,5.3,0.0,8.7,91
"Amritsar, Punjab",2021-01-13,14.4,4.6,0.0,6.8,89
"Amritsar, Punjab",2021-01-14,13.7,3.8,0.0,9.0,93
"Amritsar, Punjab",2021-01-15,14.4,6.1,0.0,4.8,93
"Amritsar, Punjab",2021-01-16,12.4,5.8,0.0,6.4,95
"Amritsar, Punjab",2021-01-17,13.6,5.6,0.0,12.1,91
"Amritsar, Punjab",2021-01-18,17.9,6.4,0.0,9.0,90
"Amritsar, Punjab",2021-01-19,19.0,5.8,0.0,9.0,86
"Amritsar, Punjab",2021-01-20,18.9,6.1,0.0,11.5,84
"Amritsar, Punjab",2021-01-21,18.0,5.1,0.0,10.4,82
"Amritsar, Punjab",2021-01-22,17.9,4.9,0.0,14.2,85
"Amritsar, Punjab",2021-01-23,15.1,7.7,6.5,15.8,87
"Amritsar, Punjab",2021-01-24,16.7,7.6,0.0,9.3,86
"Amritsar, Punjab",2021-01-25,17.9,4.9,0.0,9.6,74
"Amritsar, Punjab",2021-01-26,17.5,4.8,0.0,11.2,78
"Amritsar, Punjab",2021-01-27,17.4,3.9,0.0,11.6,78
"Amritsar, Punjab",2021-01-28,18.0,5.5,0.0,9.7,75
"Amritsar, Punjab",2021-01-29,17.6,4.0,0.0,11.5,81
"Amritsar, Punjab",2021-01-30,17.1,4.1,0.0,9.9,73
"Amritsar, Punjab",2021-01-31,18.9,3.8,0.0,9.4,80
"Amritsar, Punjab",2021-02-01,20.0,5.8,0.0,9.7,78
"Amritsar, Punjab",2021-02-02,20.2,6.0,0.0,10.3,76
"Amritsar, Punjab",2021-02-03,19.8,8.8,3.7,15.7,81
"Amritsar, Punjab",2021-02-04,17.7,7.6,6.3,15.1,83
"Amritsar, Punjab",2021-02-05,17.5,5.3,0.0,10.2,82
"Amritsar, Punjab",2021-02-06,19.2,6.7,0.0,11.0,80
"Amritsar, Punjab",2021-02-07,20.0,6.4,0.0,10.8,79
"Amritsar, Punjab",2021-02-08,21.4,6.8,0.0,7.6,81
"Amritsar, Punjab",2021-02-09,22.4,7.5,0.0,9.1,84
"Amritsar, Punjab",2021-02-10,21.6,9.1,0.0,9.3,82
"Amritsar, Punjab",2021-02-11,22.3,9.1,0.0,10.8,87
"Amritsar, Punjab",2021-02-12,22.1,9.4,0.0,8.4,87
"Amritsar, Punjab",2021-02-13,21.5,9.9,0.0,8.7,90
"Amritsar, Punjab",2021-02-14,21.1,10.1,0.0,7.8,91
"Amritsar, Punjab",2021-02-15,21.8,10.1,0.0,5.9,90
"Amritsar, Punjab",2021-02-16,22.3,10.4,0.0,7.3,89
"Amritsar, Punjab",2021-02-17,22.5,10.6,0.0,8.6,89
"Amritsar, Punjab",2021-02-18,22.5,10.4,0.0,8.9,88
"Amritsar, Punjab",2021-02-19,22.4,10.9,0.0,6.9,87
"Amritsar, Punjab",2021-02-20,23.1,9.8,0.0,7.3,85
"Amritsar, Punjab",2021-02-21,23.6,10.4,0.0,9.7,84
"Amritsar, Punjab",2021-02-22,25.0,11.3,0.0,8.6,80
"Amritsar, Punjab",2021-02-23,26.4,12.0,0.0,10.0,79
"Amritsar, Punjab",2021-02-24,26.4,12.1,0.0,9.5,77
"Amritsar, Punjab",2021-02-25,27.0,13.8,0.0,10.5,68
"Amritsar, Punjab",2021-02-26,27.9,13.6,0.0,12.0,69
"Amritsar, Punjab",2021-02-27,24.6,14.9,0.0,19.1,64
"Amritsar, Punjab",2021-02-28,24.4,11.6,0.0,9.3,68
"Amritsar, Punjab",2021-03-01,24.9,11.2,0.0,11.4,67
"Amritsar, Punjab",2021-03-02,25.8,11.8,0.0,14.7,57
"Amritsar, Punjab",2021-03-03,26.4,11.6,0.0,11.3,64
"Amritsar, Punjab",2021-03-04,26.9,11.2,0.0,10.0,68
"Amritsar, Punjab",2021-03-05,28.0,11.8,0.0,15.4,61
"Amritsar, Punjab",2021-03-06,26.2,11.5,0.0,11.4,58
"Amritsar, Punjab",2021-03-07,27.8,16.9,0.0,17.6,53
"Amritsar, Punjab",2021-03-08,28.0,16.1,1.4,16.6,64
"Amritsar, Punjab",2021-03-09,28.8,14.8,0.0,15.1,65
"Amritsar, Punjab",2021-03-10,28.1,14.4,0.0,10.1,65
"Amritsar, Punjab",2021-03-11,28.9,12.7,0.0,12.8,61
"Amritsar, Punjab",2021-03-12,25.6,14.4,0.2,21.5,60
"Amritsar, Punjab",2021-03-13,27.2,13.0,0.0,11.6,61
"Amritsar, Punjab",2021-03-14,26.7,12.6,0.0,9.6,71
"Amritsar, Punjab",2021-03-15,27.9,12.9,0.0,11.2,69
"Amritsar, Punjab",2021-03-16,29.0,14.1,0.0,10.9,69
"Amritsar, Punjab",2021-03-17,29.4,15.5,0.0,15.0,65
"Amritsar, Punjab",2021-03-18,29.5,14.6,0.0,10.5,64
"Amritsar, Punjab",2021-03-19,30.0,14.2,0.0,14.6,55
"Amritsar, Punjab",2021-03-20,29.9,13.8,0.0,10.7,58
"Amritsar, Punjab",2021-03-21,27.3,14.6,0.1,19.8,69
"Amritsar, Punjab",2021-03-22,25.1,16.2,1.8,22.0,62
"Amritsar, Punjab",2021-03-23,24.4,16.0,5.8,28.1,67
"Amritsar, Punjab",2021-03-24,26.4,13.4,0.7,13.5,64
"Amritsar, Punjab",2021-03-25,27.1,14.0,0.0,12.8,64
"Amritsar, Punjab",2021-03-26,28.5,14.1,0.0,9.6,66
"Amritsar, Punjab",2021-03-27,30.8,14.1,0.0,9.6,67
"Amritsar, Punjab",2021-03-28,33.0,16.5,0.0,14.2,60
"Amritsar, Punjab",2021-03-29,34.4,22.5,0.1,23.1,46
"Amritsar, Punjab",2021-03-30,32.5,17.6,0.0,18.2,45
"Amritsar, Punjab",2021-03-31,30.1,17.4,0.0,23.7,23
"Amritsar, Punjab",2021-04-01,30.0,17.1,0.0,25.5,17
"Amritsar, Punjab",2021-04-02,28.4,15.5,0.0,18.8,20
"Amritsar, Punjab",2021-04-03,30.6,12.4,0.0,11.5,36
"Amritsar, Punjab",2021-04-04,31.4,13.4,0.0,12.3,40
"Amritsar, Punjab",2021-04-05,31.4,18.1,0.0,12.7,40
"Amritsar, Punjab",2021-04-06,31.0,18.6,0.9,26.3,42
"Amritsar, Punjab",2021-04-07,30.5,16.5,5.3,16.5,56
"Amritsar, Punjab",2021-04-08,30.2,14.4,0.0,12.3,40
"Amritsar, Punjab",2021-04-09,31.8,14.6,0.0,11.5,41
"Amritsar, Punjab",2021-04-10,33.8,15.8,0.0,15.5,34
"Amritsar, Punjab",2021-04-11,34.2,16.5,0.0,14.3,34
"Amritsar, Punjab",2021-04-12,34.2,20.2,0.0,16.6,33
"Amritsar, Punjab",2021-04-13,35.6,19.2,0.0,15.0,35
"Amritsar, Punjab",2021-04-14,35.3,21.0,0.1,25.2,35
"Amritsar, Punjab",2021-04-15,33.5,18.9,0.0,20.2,37
"Amritsar, Punjab",2021-04-16,32.8,19.5,1.8,23.2,44
"Amritsar, Punjab",2021-04-17,25.4,17.8,24.9,22.0,81
"Amritsar, Punjab",2021-04-18,29.9,16.5,0.0,13.3,61
"Amritsar, Punjab",2021-04-19,32.3,17.4,0.0,14.8,46
"Amritsar, Punjab",2021-04-20,29.0,15.7,2.7,14.3,49
"Amritsar, Punjab",2021-04-21,25.0,16.3,4.8,14.1,70
"Amritsar, Punjab",2021-04-22,26.6,16.0,1.8,22.7,69
"Amritsar, Punjab",2021-04-23,26.0,15.6,4.2,18.0,65
"Amritsar, Punjab",2021-04-24,30.4,13.6,0.0,11.3,54
"Amritsar, Punjab",2021-04-25,33.8,15.6,0.0,10.7,46
"Amritsar, Punjab",2021-04-26,36.5,17.7,0.0,9.6,43
"Amritsar, Punjab",2021-04-27,38.7,19.2,0.0,23.1,40
"Amritsar, Punjab",2021-04-28,38.8,21.0,0.0,15.2,32
"Amritsar, Punjab",2021-04-29,38.1,21.0,0.0,17.3,33
"Amritsar, Punjab",2021-04-30,38.2,21.2,0.0,21.4,37
"Amritsar, Punjab",2021-05-01,37.5,22.0,0.0,15.7,35
"Amritsar, Punjab",2021-05-02,38.4,22.2,0.0,10.6,33
"Amritsar, Punjab",2021-05-03,38.5,23.5,0.2,11.8,35
"Amritsar, Punjab",2021-05-04,35.2,24.3,1.6,14.1,44
"Amritsar, Punjab",2021-05-05,33.6,22.5,0.9,12.5,50
"Amritsar, Punjab",2021-05-06,34.5,21.7,0.4,17.4,42
"Amritsar, Punjab",2021-05-07,32.7,22.2,0.2,15.6,51
"Amritsar, Punjab",2021-05-08,35.5,21.0,0.0,13.3,45
"Amritsar, Punjab",2021-05-09,36.3,22.0,0.7,17.7,43
"Amritsar, Punjab",2021-05-10,36.5,22.5,0.2,16.7,42
"Amritsar, Punjab",2021-05-11,35.8,24.0,1.7,13.5,48
"Amritsar, Punjab",2021-05-12,34.6,22.0,0.0,8.9,50
"Amritsar, Punjab",2021-05-13,29.4,21.5,1.5,16.3,66
"Amritsar, Punjab",2021-05-14,32.3,19.1,0.1,12.4,55
"Amritsar, Punjab",2021-05-15,35.3,20.9,0.0,18.1,43
"Amritsar, Punjab",2021-05-16,38.1,21.2,0.0,17.9,32
"Amritsar, Punjab",2021-05-17,39.6,22.1,0.0,16.2,29
"Amritsar, Punjab",2021-05-18,40.2,22.8,0.0,24.5,32
"Amritsar, Punjab",2021-05-19,33.8,24.1,0.0,14.3,46
"Amritsar, Punjab",2021-05-20,36.9,21.5,0.0,14.5,47
"Amritsar, Punjab",2021-05-21,35.6,23.9,1.4,23.0,49
"Amritsar, Punjab",2021-05-22,36.6,21.2,0.0,9.4,42
"Amritsar, Punjab",2021-05-23,35.5,24.1,0.0,22.7,37
"Amritsar, Punjab",2021-05-24,37.2,20.2,0.0,17.1,36
"Amritsar, Punjab",2021-05-25,39.0,22.4,0.0,17.8,27
"Amritsar, Punjab",2021-05-26,40.2,24.3,0.0,14.0,25
"Amritsar, Punjab",2021-05-27,42.2,25.1,0.0,12.6,23
"Amritsar, Punjab",2021-05-28,42.4,26.2,0.0,15.6,31
"Amritsar, Punjab",2021-05-29,42.1,27.0,0.1,22.9,40
"Amritsar, Punjab",2021-05-30,39.2,27.4,0.0,20.7,49
"Amritsar, Punjab",2021-05-31,36.8,26.5,1.5,22.9,52
"Amritsar, Punjab",2021-06-01,34.4,23.3,3.5,13.5,58
"Amritsar, Punjab",2021-06-02,35.2,24.8,0.1,13.1,48
"Amritsar, Punjab",2021-06-03,34.2,23.1,0.3,10.8,57
"Amritsar, Punjab",2021-06-04,35.2,23.1,0.1,9.4,57
"Amritsar, Punjab",2021-06-05,36.7,24.4,0.1,13.1,55
"Amritsar, Punjab",2021-06-06,38.5,25.4,0.0,12.5,46
"Amritsar, Punjab",2021-06-07,41.2,27.5,0.0,11.2,41
"Amritsar, Punjab",2021-06-08,42.8,28.4,0.0,11.0,41
"Amritsar, Punjab",2021-06-09,43.8,31.5,0.0,15.0,37
"Amritsar, Punjab",2021-06-10,42.9,30.2,0.2,24.2,47
"Amritsar, Punjab",2021-06-11,40.5,28.4,0.0,20.4,52
"Amritsar, Punjab",2021-06-12,39.6,26.4,0.0,21.4,52
"Amritsar, Punjab",2021-06-13,35.8,24.2,6.6,25.8,62
"Amritsar, Punjab",2021-06-14,37.3,24.6,0.0,11.3,54
"Amritsar, Punjab",2021-06-15,38.8,25.8,0.0,12.4,50
"Amritsar, Punjab",2021-06-16,32.0,25.8,2.1,12.0,65
"Amritsar, Punjab",2021-06-17,36.5,23.8,0.0,8.4,55
"Amritsar, Punjab",2021-06-18,38.3,27.5,6.5,19.4,51
"Amritsar, Punjab",2021-06-19,39.5,26.4,0.0,21.5,48
"Amritsar, Punjab",2021-06-20,38.2,25.9,0.0,14.4,50
"Amritsar, Punjab",2021-06-21,38.8,26.6,0.0,12.3,48
"Amritsar, Punjab",2021-06-22,40.8,26.6,0.0,12.9,38
"Amritsar, Punjab",2021-06-23,41.3,26.5,0.0,9.0,36
"Amritsar, Punjab",2021-06-24,39.3,28.0,0.2,15.5,46
"Amritsar, Punjab",2021-06-25,38.3,27.0,0.3,10.6,45
"Amritsar, Punjab",2021-06-26,37.7,26.5,0.0,12.6,48
"Amritsar, Punjab",2021-06-27,39.6,25.2,0.0,11.9,45
"Amritsar, Punjab",2021-06-28,41.5,27.4,0.0,12.7,37
"Amritsar, Punjab",2021-06-29,42.0,27.5,0.0,16.7,34
"Amritsar, Punjab",2021-06-30,43.9,28.3,0.0,13.6,33
"Amritsar, Punjab",2021-07-01,42.2,30.0,0.0,13.5,38
"Amritsar, Punjab",2021-07-02,42.5,28.2,0.1,19.1,43
"Amritsar, Punjab",2021-07-03,38.7,28.1,0.7,11.3,50
"Amritsar, Punjab",2021-07-04,40.5,28.8,0.6,13.0,46
"Amritsar, Punjab",2021-07-05,40.2,28.0,0.0,11.3,48
"Amritsar, Punjab",2021-07-06,41.3,29.0,0.0,9.8,43
"Amritsar, Punjab",2021-07-07,42.0,30.0,0.0,9.7,40
"Amritsar, Punjab",2021-07-08,41.0,29.5,0.0,14.8,46
"Amritsar, Punjab",2021-07-09,38.5,29.4,0.0,17.8,55
"Amritsar, Punjab",2021-07-10,38.2,30.1,0.5,11.8,59
"Amritsar, Punjab",2021-07-11,37.2,28.7,4.6,17.1,67
"Amritsar, Punjab",2021-07-12,32.8,25.2,22.3,22.7,83
"Amritsar, Punjab",2021-07-13,31.0,24.1,12.3,15.3,85
"Amritsar, Punjab",2021-07-14,32.2,25.8,0.4,9.8,79
"Amritsar, Punjab",2021-07-15,33.8,26.0,0.0,11.1,76
"Amritsar, Punjab",2021-07-16,34.3,27.0,0.4,14.4,78
"Amritsar, Punjab",2021-07-17,35.5,27.5,0.1,10.5,74
"Amritsar, Punjab",2021-07-18,37.2,28.5,0.1,20.4,75
"Amritsar, Punjab",2021-07-19,32.5,26.0,4.2,21.7,84
"Amritsar, Punjab",2021-07-20,29.1,25.2,11.4,15.7,90
"Amritsar, Punjab",2021-07-21,32.0,24.5,6.3,9.7,85
"Amritsar, Punjab",2021-07-22,31.7,25.5,1.3,10.7,84
"Amritsar, Punjab",2021-07-23,30.8,26.3,2.4,12.9,85
"Amritsar, Punjab",2021-07-24,34.7,26.3,0.0,6.8,78
"Amritsar, Punjab",2021-07-25,34.5,27.7,0.3,7.6,80
"Amritsar, Punjab",2021-07-26,32.5,28.1,2.7,14.6,86
"Amritsar, Punjab",2021-07-27,30.9,26.8,23.5,11.7,91
"Amritsar, Punjab",2021-07-28,27.2,25.5,104.9,12.9,96
"Amritsar, Punjab",2021-07-29,30.3,24.7,1.1,13.6,84
"Amritsar, Punjab",2021-07-30,29.8,25.2,2.7,17.7,87
"Amritsar, Punjab",2021-07-31,30.0,25.7,1.4,14.6,86
"Amritsar, Punjab",2021-08-01,32.5,25.9,6.5,7.9,84
"Amritsar, Punjab",2021-08-02,32.9,26.0,3.1,9.0,87
"Amritsar, Punjab",2021-08-03,33.2,25.9,0.4,10.9,86
"Amritsar, Punjab",2021-08-04,33.0,26.1,1.4,7.6,85
"Amritsar, Punjab",2021-08-05,32.4,25.9,5.7,9.1,86
"Amritsar, Punjab",2021-08-06,32.8,25.2,0.3,11.8,86
"Amritsar, Punjab",2021-08-07,33.7,25.4,0.2,5.5,81
"Amritsar, Punjab",2021-08-08,33.2,26.5,1.7,11.2,84
"Amritsar, Punjab",2021-08-09,32.3,26.3,1.2,9.8,87
"Amritsar, Punjab",2021-08-10,33.7,26.2,0.2,8.1,81
"Amritsar, Punjab",2021-08-11,34.8,26.6,0.1,8.7,77
"Amritsar, Punjab",2021-08-12,35.0,26.8,0.0,9.7,76
"Amritsar, Punjab",2021-08-13,35.4,27.1,0.1,11.9,77
"Amritsar, Punjab",2021-08-14,33.7,26.8,3.2,9.4,81
"Amritsar, Punjab",2021-08-15,32.4,25.1,7.5,14.7,81
"Amritsar, Punjab",2021-08-16,33.9,25.5,0.0,7.2,76
"Amritsar, Punjab",2021-08-17,35.2,25.9,0.0,7.6,76
"Amritsar, Punjab",2021-08-18,35.6,26.5,0.0,6.9,71
"Amritsar, Punjab",2021-08-19,35.7,26.4,0.0,9.4,70
"Amritsar, Punjab",2021-08-20,34.2,27.4,0.5,17.5,79
"Amritsar, Punjab",2021-08-21,30.8,25.4,1.9,16.2,81
"Amritsar, Punjab",2021-08-22,29.8,24.6,7.5,10.6,88
"Amritsar, Punjab",2021-08-23,32.8,24.0,0.0,5.2,81
"Amritsar, Punjab",2021-08-24,34.2,25.8,0.1,8.2,78
"Amritsar, Punjab",2021-08-25,35.6,27.2,0.0,9.4,77
"Amritsar, Punjab",2021-08-26,35.8,26.9,0.0,8.6,73
"Amritsar, Punjab",2021-08-27,35.3,26.8,0.0,9.5,73
"Amritsar, Punjab",2021-08-28,33.5,26.1,0.6,15.8,77
"Amritsar, Punjab",2021-08-29,33.3,26.4,1.2,19.6,76
"Amritsar, Punjab",2021-08-30,32.0,23.5,2.6,20.1,79
"Amritsar, Punjab",2021-08-31,31.7,23.4,7.1,15.9,78
"Amritsar, Punjab",2021-09-01,32.5,24.9,2.3,6.9,81
"Amritsar, Punjab",2021-09-02,32.5,24.7,0.0,6.6,82
"Amritsar, Punjab",2021-09-03,32.1,25.1,3.8,8.8,81
"Amritsar, Punjab",2021-09-04,33.0,24.2,0.0,6.4,78
"Amritsar, Punjab",2021-09-05,32.9,24.8,0.1,6.9,78
"Amritsar, Punjab",2021-09-06,34.0,26.2,0.1,6.9,77
"Amritsar, Punjab",2021-09-07,33.0,27.0,1.0,12.8,80
"Amritsar, Punjab",2021-09-08,31.8,26.0,3.8,13.3,82
"Amritsar, Punjab",2021-09-09,31.7,25.5,2.1,12.2,82
"Amritsar, Punjab",2021-09-10,30.9,24.4,20.4,13.0,88
"Amritsar, Punjab",2021-09-11,28.4,23.9,8.0,18.6,86
"Amritsar, Punjab",2021-09-12,27.9,22.4,4.0,13.3,84
"Amritsar, Punjab",2021-09-13,31.9,22.1,0.0,7.5,80
"Amritsar, Punjab",2021-09-14,32.3,24.0,0.1,7.7,81
"Amritsar, Punjab",2021-09-15,33.8,24.8,0.0,11.5,76
"Amritsar, Punjab",2021-09-16,33.3,25.0,0.0,15.1,77
"Amritsar, Punjab",2021-09-17,31.1,24.0,2.4,13.9,82
"Amritsar, Punjab",2021-09-18,32.3,24.4,0.4,6.9,79
"Amritsar, Punjab",2021-09-19,32.5,25.5,0.3,5.7,79
"Amritsar, Punjab",2021-09-20,32.8,26.4,0.8,7.6,79
"Amritsar, Punjab",2021-09-21,31.2,24.5,21.2,17.0,84
"Amritsar, Punjab",2021-09-22,30.5,24.2,11.2,10.5,87
"Amritsar, Punjab",2021-09-23,29.9,22.9,6.4,11.3,87
"Amritsar, Punjab",2021-09-24,30.5,22.8,0.0,8.5,81
"Amritsar, Punjab",2021-09-25,31.4,23.5,0.0,7.2,79
"Amritsar, Punjab",2021-09-26,32.0,23.5,0.1,6.7,79
"Amritsar, Punjab",2021-09-27,32.6,24.7,0.0,7.5,79
"Amritsar, Punjab",2021-09-28,33.2,24.6,0.0,6.4,77
"Amritsar, Punjab",2021-09-29,32.5,25.1,0.2,7.9,76
"Amritsar, Punjab",2021-09-30,31.8,25.0,0.4,10.8,79
"Amritsar, Punjab",2021-10-01,32.3,24.4,1.2,15.8,83
"Amritsar, Punjab",2021-10-02,32.0,24.4,2.7,7.0,82
"Amritsar, Punjab",2021-10-03,32.5,24.9,0.0,7.9,79
"Amritsar, Punjab",2021-10-04,32.0,24.7,5.4,11.3,79
"Amritsar, Punjab",2021-10-05,32.1,24.1,0.8,9.5,78
"Amritsar, Punjab",2021-10-06,32.9,22.8,0.0,11.3,73
"Amritsar, Punjab",2021-10-07,32.8,22.0,0.0,9.6,70
"Amritsar, Punjab",2021-10-08,33.7,22.1,0.0,7.8,73
"Amritsar, Punjab",2021-10-09,33.8,22.4,0.0,7.6,73
"Amritsar, Punjab",2021-10-10,34.4,22.8,0.0,14.7,69
"Amritsar, Punjab",2021-10-11,34.4,22.2,0.0,14.1,61
"Amritsar, Punjab",2021-10-12,34.0,21.4,0.0,9.8,61
"Amritsar, Punjab",2021-10-13,32.5,19.7,0.0,9.3,60
"Amritsar, Punjab",2021-10-14,33.0,18.4,0.0,10.4,59
"Amritsar, Punjab",2021-10-15,33.8,17.8,0.0,9.7,55
"Amritsar, Punjab",2021-10-16,33.4,19.3,0.0,6.4,53
"Amritsar, Punjab",2021-10-17,30.6,22.0,1.6,20.1,65
"Amritsar, Punjab",2021-10-18,27.1,20.0,3.2,12.0,77
"Amritsar, Punjab",2021-10-19,30.6,19.7,0.0,12.5,69
"Amritsar, Punjab",2021-10-20,31.7,17.5,0.0,9.0,66
"Amritsar, Punjab",2021-10-21,32.2,16.9,0.0,8.4,69
"Amritsar, Punjab",2021-10-22,31.5,16.8,0.0,13.6,59
"Amritsar, Punjab",2021-10-23,27.4,18.2,43.3,25.3,78
"Amritsar, Punjab",2021-10-24,21.5,16.4,25.8,20.5,84
"Amritsar, Punjab",2021-10-25,25.6,15.2,0.0,12.6,70
"Amritsar, Punjab",2021-10-26,25.5,14.1,0.0,8.7,65
"Amritsar, Punjab",2021-10-27,26.6,13.8,0.0,10.7,71
"Amritsar, Punjab",2021-10-28,27.0,13.9,0.0,10.1,68
"Amritsar, Punjab",2021-10-29,27.8,14.4,0.0,9.4,69
"Amritsar, Punjab",2021-10-30,28.1,13.5,0.0,11.6,67
"Amritsar, Punjab",2021-10-31,27.0,12.9,0.0,9.6,59
"Amritsar, Punjab",2021-11-01,27.5,13.2,0.0,12.6,69
"Amritsar, Punjab",2021-11-02,23.5,17.1,1.1,25.3,62
"Amritsar, Punjab",2021-11-03,27.3,14.8,0.0,11.6,55
"Amritsar, Punjab",2021-11-04,27.1,12.7,0.0,9.7,66
"Amritsar, Punjab",2021-11-05,27.1,12.4,0.0,9.4,72
"Amritsar, Punjab",2021-11-06,27.3,13.1,0.0,15.0,64
"Amritsar, Punjab",2021-11-07,26.2,12.2,0.0,10.2,66
"Amritsar, Punjab",2021-11-08,26.8,12.9,0.0,12.2,68
"Amritsar, Punjab",2021-11-09,27.0,12.0,0.0,10.4,66
"Amritsar, Punjab",2021-11-10,27.6,12.3,0.0,10.9,75
"Amritsar, Punjab",2021-11-11,27.1,12.8,0.0,10.2,74
"Amritsar, Punjab",2021-11-12,27.2,11.4,0.0,10.1,65
"Amritsar, Punjab",2021-11-13,26.1,10.6,0.0,11.2,66
"Amritsar, Punjab",2021-11-14,26.4,11.4,0.0,7.6,63
"Amritsar, Punjab",2021-11-15,25.8,10.4,0.0,9.7,68
"Amritsar, Punjab",2021-11-16,24.5,10.2,0.0,11.0,61
"Amritsar, Punjab",2021-11-17,25.0,11.4,0.0,10.1,69
"Amritsar, Punjab",2021-11-18,24.0,10.8,0.0,5.9,69
"Amritsar, Punjab",2021-11-19,24.5,9.1,0.0,8.4,67
"Amritsar, Punjab",2021-11-20,24.6,9.4,0.0,7.0,63
"Amritsar, Punjab",2021-11-21,25.2,9.4,0.0,9.9,65
"Amritsar, Punjab",2021-11-22,24.2,8.7,0.0,10.9,60
"Amritsar, Punjab",2021-11-23,24.2,8.8,0.0,10.2,67
"Amritsar, Punjab",2021-11-24,24.8,9.4,0.0,9.4,70
"Amritsar, Punjab",2021-11-25,24.8,10.6,0.0,9.8,74
"Amritsar, Punjab",2021-11-26,23.8,10.8,0.0,7.9,76
"Amritsar, Punjab",2021-11-27,24.2,9.4,0.0,9.8,77
"Amritsar, Punjab",2021-11-28,24.0,9.9,0.0,9.8,74
"Amritsar, Punjab",2021-11-29,24.3,9.2,0.0,12.3,69
"Amritsar, Punjab",2021-11-30,23.6,9.9,0.0,10.1,66
"Amritsar, Punjab",2021-12-01,23.0,8.4,0.0,7.3,76
"Amritsar, Punjab",2021-12-02,21.0,11.0,1.5,9.0,84
"Amritsar, Punjab",2021-12-03,22.9,8.8,0.0,10.1,80
"Amritsar, Punjab",2021-12-04,24.1,10.8,0.0,8.9,74
"Amritsar, Punjab",2021-12-05,22.8,12.0,3.7,15.0,82
"Amritsar, Punjab",2021-12-06,22.2,10.4,0.0,10.4,77
"Amritsar, Punjab",2021-12-07,21.8,8.4,0.0,9.7,73
"Amritsar, Punjab",2021-12-08,22.1,8.9,0.0,8.6,69
"Amritsar, Punjab",2021-12-09,22.5,7.9,0.0,7.6,71
"Amritsar, Punjab",2021-12-10,22.4,8.6,0.0,11.0,68
"Amritsar, Punjab",2021-12-11,21.3,5.8,0.0,10.0,70
"Amritsar, Punjab",2021-12-12,20.8,6.7,0.0,9.7,77
"Amritsar, Punjab",2021-12-13,19.5,5.3,0.0,8.9,80
"Amritsar, Punjab",2021-12-14,19.5,6.9,0.0,9.2,73
"Amritsar, Punjab",2021-12-15,19.5,5.3,0.0,9.5,73
"Amritsar, Punjab",2021-12-16,17.3,4.7,0.0,10.7,75
"Amritsar, Punjab",2021-12-17,17.0,4.1,0.0,11.8,78
"Amritsar, Punjab",2021-12-18,16.0,3.5,0.0,12.5,76
"Amritsar, Punjab",2021-12-19,15.9,2.3,0.0,8.2,72
"Amritsar, Punjab",2021-12-20,16.5,3.5,0.6,10.0,77
"Amritsar, Punjab",2021-12-21,17.9,5.1,0.0,7.2,81
"Amritsar, Punjab",2021-12-22,18.3,6.2,0.0,6.9,76
"Amritsar, Punjab",2021-12-23,19.1,6.8,0.0,9.5,79
"Amritsar, Punjab",2021-12-24,19.2,5.4,0.0,8.9,80
"Amritsar, Punjab",2021-12-25,19.0,6.2,0.0,8.2,81
"Amritsar, Punjab",2021-12-26,16.0,7.0,0.2,10.5,90
"Amritsar, Punjab",2021-12-27,18.4,6.1,0.0,10.5,85
"Amritsar, Punjab",2021-12-28,18.5,5.9,0.0,10.7,77
"Amritsar, Punjab",2021-12-29,17.0,3.2,0.0,10.7,76
"Amritsar, Punjab",2021-12-30,17.6,5.3,0.0,8.0,74
"Amritsar, Punjab",2021-12-31,17.5,4.3,0.0,6.6,78
"Amritsar, Punjab",2022-01-01,17.6,3.2,0.0,8.5,80
"Amritsar, Punjab",2022-01-02,18.6,4.6,0.0,10.1,77
"Amritsar, Punjab",2022-01-03,18.2,6.3,0.0,9.9,76
"Amritsar, Punjab",2022-01-04,14.4,11.1,0.9,11.0,79
"Amritsar, Punjab",2022-01-05,13.4,10.8,28.7,16.3,94
"Amritsar, Punjab",2022-01-06,17.0,9.6,1.5,17.9,89
"Amritsar, Punjab",2022-01-07,14.8,9.1,15.1,20.8,93
"Amritsar, Punjab",2022-01-08,15.1,8.8,33.0,17.6,93
"Amritsar, Punjab",2022-01-09,16.1,8.4,0.9,9.7,91
"Amritsar, Punjab",2022-01-10,15.6,7.0,1.3,9.4,89
"Amritsar, Punjab",2022-01-11,16.4,5.6,0.0,10.0,90
